# (c) Der Bundeswahlleiter, Wiesbaden 2017;;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Die Wahlbewerberinnen und Wahlbewerber zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
# Codepage: UTF-8, Trennzeichen: Semikolon;;;;;;;;;;;;;;;;;;
# Stand: 4. September 2017 (2. Korrektur);;;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;;;
Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Wohnort;Geburtsort;Beruf;Wahlkreis_Land;Wahlkreis_Nr;Wahlkreis_Bez;Wahlkreis_ParteiKurzBez;Wahlkreis_ParteiBez;Liste_Land;Liste_ParteiKurzBez;Liste_ParteiBez;Liste_Platz;Wiederkandidatur
;;Bahl;Sascha;m;1976;Mörlenbach;Bad Oeynhausen;Projektleiter;HE;188;Bergstraße;DIE LINKE;DIE LINKE;;;;;
;;Bahr;Ulrike;w;1964;Augsburg;Nördlingen;MdB;BY;252;Augsburg-Stadt;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;4;X
;;Bähr-Losse;Bettina;w;1967;Sankt Augustin;Braunschweig;Rechtsanwältin;NW;98;Rhein-Sieg-Kreis II;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;42;X
;;Baier;Robert;m;1968;Leipzig;Leipzig;selbst. Makler;SN;152;Leipzig I;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Bakker;Notker Heinrich Dieter;m;1965;Monheim am Rhein;Monheim;Jurist;;;;;;NW;Die Humanisten;Partei der Humanisten;6;
;;Balci;Fatma;w;1983;Duisburg;Duisburg;Sachbearbeiterin;;;;;;NW;-;Allianz Deutscher Demokraten;9;
;;Baldes;Franziska;w;1969;Hamburg;Tübingen;Sängerin;;;;;;HH;MLPD;Marxistisch-Leninistische Partei Deutschlands;6;
;;Balg;Torsten;m;1971;Mainz;Mainz;Ingenieur;;;;;;RP;ÖDP;Ökologisch-Demokratische Partei;17;
;;Balke;Ralf Peter;m;1963;Bremen;Bremen;Systemadministrator;HB;55;Bremen II – Bremerhaven;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;HB;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;5;
;;Balleis;Martin;m;1959;Adelzhausen;Altenmünster;selbst. Mechanikermeister;;;;;;BY;BP;Bayernpartei;10;
;;Ballerstädt;Kay-Olaf;m;1980;Waibstadt;Freudenstadt;Unternehmensberater / Dozent;BW;277;Rhein-Neckar;FREIE WÄHLER;FREIE WÄHLER;BW;FREIE WÄHLER;FREIE WÄHLER;11;
;;Ballin;August Wilhelm;m;1951;Nürnberg;Würzburg;Drucker i. R.;;;;;;BY;DKP;Deutsche Kommunistische Partei;4;
;;Ballschuh;Tim;m;1990;Magdeburg;Staßfurt;Kulturgeographie (B. A.);;;;;;ST;AfD;Alternative für Deutschland;13;
;;Balzer;Manfred;m;1962;Ahlerstedt;Apensen;Hausmann;;;;;;NI;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;13;
;;Banaszak;Felix;m;1989;Duisburg;Duisburg;parl. Assistent;NW;116;Duisburg II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
;;Bandt;Sebastian;m;1985;Köln;Löbau;Datenerfasser;;;;;;NW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;27;
Dr.;von der;Bank;Ralf Sebastian;m;1964;Rangsdorf;Bremen;Ingenieur Forschung und Entwicklung;BB;62;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;FREIE WÄHLER;FREIE WÄHLER;;;;;
Dr.;;Bank;Sabine Barbara;w;1954;Schwerin;Berlin-Wilmersdorf;Ärztin;;;;;;MV;FREIE WÄHLER;FREIE WÄHLER;4;
;;Bänsch;Knut;m;1961;Frankfurt am Main;Frankfurt am Main;Disponent;;;;;;HE;PIRATEN;Piratenpartei Deutschland;19;
;;Bär;Dorothee;w;1978;Ebelsbach;Bamberg;MdB / parl. Staatssekretärin;BY;248;Bad Kissingen;CSU;Christlich-Soziale Union in Bayern e.V.;BY;CSU;Christlich-Soziale Union in Bayern e.V.;3;X
;;Bär;Karl;m;1985;Holzkirchen;Tegernsee;Agrarökonom;BY;223;Bad Tölz-Wolfratshausen – Miesbach;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;12;
;;Baradari;Nezahat;w;1965;Attendorn;Bogazköy, Ankara-Türkei;Fachärztin für Kinder- und Jugendmedizin;NW;149;Olpe – Märkischer Kreis I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;18;
;;Baranski;Robin;m;1977;Hamm;Beckum;Geschäftsführer;;;;;;NW;SPD;Sozialdemokratische Partei Deutschlands;79;
;;Barbig;Paul Emil;m;1995;Grünstadt;Grünstadt;Student;;;;;;RP;SPD;Sozialdemokratische Partei Deutschlands;21;
;;Bareiß;Thomas;m;1975;Balingen;Albstadt;MdB;BW;295;Zollernalb – Sigmaringen;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;;;;;X
;;Barimis;Michel;m;1987;Nürnberg;Fürth;Koch;;;;;;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;8;
Dr.;;Barley;Katarina;w;1968;Schweich;Köln;MdB / Juristin;RP;203;Trier;SPD;Sozialdemokratische Partei Deutschlands;RP;SPD;Sozialdemokratische Partei Deutschlands;3;X
;;Barnett;Doris;w;1953;Ludwigshafen am Rhein;Ludwigshafen am Rhein;MdB / Juristin;RP;207;Ludwigshafen/Frankenthal;SPD;Sozialdemokratische Partei Deutschlands;RP;SPD;Sozialdemokratische Partei Deutschlands;5;X
;;Baron;Daniel;m;1983;Neustadt (Hessen);Marburg;Forstwirt;HE;171;Marburg;FREIE WÄHLER;FREIE WÄHLER;HE;FREIE WÄHLER;FREIE WÄHLER;18;
;;Baron;Eva;w;1983;Hambrücken;Speyer;pharma.-techn. Assistentin;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;55;
;;Barrientos Krauss;Simone;w;1963;Ochsenfurt;Lutherstadt Eisleben;Verlegerin;BY;251;Würzburg;DIE LINKE;DIE LINKE;BY;DIE LINKE;DIE LINKE;5;
;;Barski;Daniel;m;1982;Ihringen;Wesel;Heilpraktiker;BW;281;Freiburg;EB: Barski;BÜRGERKANDIDATEN – für Gemeinwohl und Volksentscheid;;;;;
;;Bartels;Alrich Jann;m;1966;Großheide;Berumerfehn;Hochbautechniker;NI;24;Aurich – Emden;FREIE WÄHLER;FREIE WÄHLER;NI;FREIE WÄHLER;FREIE WÄHLER;9;
;;Bartelt;Christian;m;1976;Spantekow;Neubrandenburg;Zahnarzt;MV;16;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;FDP;Freie Demokratische Partei;MV;FDP;Freie Demokratische Partei;2;
;;Barth;Kevin;m;1990;Hann. Münden;Uslar;Student;;;;;;NI;SPD;Sozialdemokratische Partei Deutschlands;65;
;;Barthle;Norbert;m;1952;Schwäbisch Gmünd;Bettringen;MdB / parl. Staatssekretär;BW;269;Backnang – Schwäbisch Gmünd;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;;;;;X
;;Bartholomé;Anna;w;1949;Gelsenkirchen;Daun;Journalistin;;;;;;RP;MLPD;Marxistisch-Leninistische Partei Deutschlands;3;
Dr.;;Bartke;Matthias;m;1959;Hamburg;Bremen;Jurist;HH;19;Hamburg-Altona;SPD;Sozialdemokratische Partei Deutschlands;HH;SPD;Sozialdemokratische Partei Deutschlands;6;X
;;Bartol;Sören;m;1974;Marburg;Hamburg;Dipl.-Politologe;HE;171;Marburg;SPD;Sozialdemokratische Partei Deutschlands;HE;SPD;Sozialdemokratische Partei Deutschlands;5;X
;;Barton;Olaf;m;1973;Oelde;Oelde;Dipl.-Chemiker;NW;130;Warendorf;EB: Barton;JA zu Volksabstimmungen;;;;;
Dr.;;Bartsch;Dietmar Gerhard;m;1958;Prerow;Stralsund;MdB;MV;14;Rostock – Landkreis Rostock II;DIE LINKE;DIE LINKE;MV;DIE LINKE;DIE LINKE;1;X
;;Bartsch;Simon;m;1995;Berlin;Essen;Student;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;39;
;;Barutta;Bernhard;m;1961;Hirschberg an der Bergstraße;Essen;Dipl.-Politologe;BW;274;Heidelberg;FREIE WÄHLER;FREIE WÄHLER;;;;;
;;Barz;Monika;w;1953;Reutlingen;Castrop-Rauxel;Professorin;;;;;;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;37;
;;Bas;Bärbel;w;1968;Duisburg;Walsum (jetzt Duisburg);MdB;NW;115;Duisburg I;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;32;X
;;Baßfeld;Gerd;m;1947;Dinslaken;Dinslaken;Sozialpädagoge i. R.;NW;113;Wesel I;DIE LINKE;DIE LINKE;;;;;
;;Bastian;Endrik;m;1964;Berlin;Merseburg (Saale);Krankenpfleger;SN;152;Leipzig I;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;BE;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;2;
;;Bäther;Heiner;m;1969;Korschenbroich;Lank-Latum (jetzt Meerbusch);Gartenbautechniker;NW;110;Krefeld I – Neuss II;DIE LINKE;DIE LINKE;NW;DIE LINKE;DIE LINKE;18;
;;Bauch;David Karol;m;1986;Glauchau;Meerane;Dipl.-Ernährungswissenschaftler;;;;;;SN;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;5;
;;Bauer;Anna;w;1989;Berlin;Landshut;Realpolitikerin;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;13;
;;Bauer;Armin;m;1972;Regenstauf;Regensburg;Elektrotechnikermeister;BY;233;Regensburg;AfD;Alternative für Deutschland;;;;;
;;Bauer;Emil Karl Eckehard;m;1953;Augsburg;Heidenheim;Lehrer an Technikerschule;BY;252;Augsburg-Stadt;MLPD;Marxistisch-Leninistische Partei Deutschlands;BY;MLPD;Marxistisch-Leninistische Partei Deutschlands;1;
;;Bauer;Nicole;w;1987;Velden;Vilsbiburg;Dipl.-Wirtschaftsingenieurin (FH);BY;228;Landshut;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;11;
;;Bauer;Oksana;w;1970;Eich;Tscharwak;Unternehmerin;RP;206;Worms;DIE EINHEIT;DIE EINHEIT;;;;;
;;Bauer;Robert;m;1985;Rostock;Rostock;selbständig;;;;;;MV;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;10;
;;Bauer;Susanne Iris;w;1977;Pegnitz;Eschenbach i.d.OPf.;Sozialarbeiterin (M. A.);BY;237;Bayreuth;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;26;
;;Bauer;Sven;m;1969;Dresden;Karl-Marx-Stadt (jetzt Chemnitz);Immobilienmakler;;;;;;SN;DiB;DEMOKRATIE IN BEWEGUNG;3;
;;Bauer;Ursula;w;1957;Lörrach;Mertingen;Journalistin;;;;;;BW;BGE;Bündnis Grundeinkommen;1;
;;Baueregger;Konrad Hubert;m;1957;Palling;Traunstein;Bankkaufmann;BY;225;Traunstein;BP;Bayernpartei;;;;;
;;Bauerle;Joachim;m;1956;Stuttgart;Stuttgart;Fließbandarbeiter;BW;262;Nürtingen;MLPD;Marxistisch-Leninistische Partei Deutschlands;BW;MLPD;Marxistisch-Leninistische Partei Deutschlands;14;
;;Bäuerle;Peter;m;1951;Sindelfingen;Ludwigsburg;Rentner;;;;;;BW;MLPD;Marxistisch-Leninistische Partei Deutschlands;26;
;;Baum;Anne-Kathrin Hannah;w;1981;Hamburg;Hamburg;Dipl.-Chemikerin;;;;;;HH;DiB;DEMOKRATIE IN BEWEGUNG;5;
Dr.;;Baum;Christina;w;1956;Lauda-Königshofen;Kleingrabe;Zahnärztin;BW;276;Odenwald – Tauber;AfD;Alternative für Deutschland;;;;;
Dr.;;Baumann;Bernd;m;1958;Hamburg;Wanne-Eickel;Kaufmann;HH;19;Hamburg-Altona;AfD;Alternative für Deutschland;HH;AfD;Alternative für Deutschland;1;
;;Baumann;Horst Michael-Thorsten;m;1969;Seevetal;Hamburg;selbst. EDV-Kaufmann;;;;;;NI;FREIE WÄHLER;FREIE WÄHLER;10;
;;Baumann;Petra;w;1961;Marburg;Essen;Juristin;;;;;;HE;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;21;
;;Baumgarten;Heino;m;1959;Drochtersen;Drochtersen;Geschäftsführer;;;;;;NI;SPD;Sozialdemokratische Partei Deutschlands;37;
;;Baumgartner;Roman;m;1982;Vogtsburg im Kaiserstuhl;Breisach am Rhein;Dipl.-Verwaltungswirt (FH);;;;;;BW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;19;
;;Baums;Carsten;m;1968;Bad Homburg v. d. Höhe;Wuppertal;Wirtschaftsprüfer;;;;;;HE;PIRATEN;Piratenpartei Deutschland;25;
;;Baur;Alexandra;w;1972;Pforzheim;Frankfurt am Main;freie Dozentin / Fachlehrerin;;;;;;BW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;51;
;;Baur;Dieter;m;1953;Stuttgart;Stuttgart;Erster Polizeihauptkommissar i. R.;BW;258;Stuttgart I;ÖDP;Ökologisch-Demokratische Partei;BW;ÖDP;Ökologisch-Demokratische Partei;7;
;;Baur;Jens;m;1979;Dresden;Dresden;Geschäftsführer;SN;160;Dresden II – Bautzen II;NPD;Nationaldemokratische Partei Deutschlands;SN;NPD;Nationaldemokratische Partei Deutschlands;1;
;;Baur;Mathias Eduard Josef;m;1990;Viechtach;Viechtach;selbst. Versicherungskaufmann;BY;231;Straubing;FDP;Freie Demokratische Partei;BY;FDP;Freie Demokratische Partei;28;
;;Bausch;Patrick;m;1996;Heidelberg;Villingen-Schwenningen;freier Journalist;BW;286;Schwarzwald-Baar;DIE LINKE;DIE LINKE;;;;;
;;Bause;Margarete;w;1959;München;Wertheim;MdL;BY;218;München-Ost;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BY;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;9;
;;Bauske;Thomas;m;1972;Bayreuth;Bayreuth;Gymnasiallehrer;BY;240;Kulmbach;SPD;Sozialdemokratische Partei Deutschlands;BY;SPD;Sozialdemokratische Partei Deutschlands;38;
Dr.;;Bayaz;Danyal;m;1983;Heidelberg;Heidelberg;Unternehmensberater;BW;278;Bruchsal – Schwetzingen;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;BW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;12;
;;Bayer;Bernhard;m;1963;Böbing;Starnberg;Dipl.-Ingenieur (FH);;;;;;BY;DM;Deutsche Mitte;7;
;;Bayer;Oliver;m;1977;Düsseldorf;Lahn-Gießen (Gießen);Geograph;;;;;;NW;PIRATEN;Piratenpartei Deutschland;10;
;;Bayerbach;Markus Artur Ernst;m;1963;Augsburg;Augsburg;Förderlehrer;BY;252;Augsburg-Stadt;AfD;Alternative für Deutschland;;;;;
;;Bayram;Canan;w;1966;Berlin;Malatya, Türkei;Rechtsanwältin;BE;83;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;;;;;
Dr.;;Bayrle;Josef Wolfgang;m;1946;Weßling;München;Pathologe i. R.;;;;;;BY;BP;Bayernpartei;8;
;;Bechtoldt;Oliver Roland Wilhelm;m;1968;Frankfurt am Main;Neuwied;QA-Manager;;;;;;HE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;17;
;von der;Beck;Sabine;w;1963;Herne;Wiesbaden;Dipl.-Volkswirtin / PR-Beraterin;NW;141;Herne – Bochum II;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;NW;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;36;
;;Beck;Christel;w;1948;Rechberghausen;Eislingen/Fils;Rentnerin;BW;263;Göppingen;MLPD;Marxistisch-Leninistische Partei Deutschlands;;;;;
;;Beck;Stefanie Annegret;w;1985;Wolfsburg;Peine;Bestattungsfachkraft;;;;;;NI;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;5;
;;Beck;Tobias;m;1987;Mallersdorf-Pfaffenberg;Mallersdorf-Pfaffenberg;IT-Ingenieur;BY;231;Straubing;FREIE WÄHLER;FREIE WÄHLER;BY;FREIE WÄHLER;FREIE WÄHLER;19;
;;Beck;Ursula;w;1954;Stuttgart;Fichtenau;Dipl.-Agraringenieurin;;;;;;BW;DIE LINKE;DIE LINKE;15;
;;Becker;Harald;m;1964;Spaichingen;Spaichingen;Koch;BW;285;Rottweil – Tuttlingen;Tierschutzallianz;Allianz für Menschenrechte, Tier- und Naturschutz;BW;Tierschutzallianz;Allianz für Menschenrechte, Tier- und Naturschutz;2;
;;Becker;Heiko;m;1983;Kreuztal;Bad Berleburg;wiss. Mitarbeiter;NW;148;Siegen-Wittgenstein;SPD;Sozialdemokratische Partei Deutschlands;NW;SPD;Sozialdemokratische Partei Deutschlands;25;
;;Becker;Karin;w;1966;Bad Driburg;Paderborn;Unternehmerin Wellnessbranche;;;;;;NW;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;19;
;;Becker;Tobias;m;1990;Karlsruhe;Karlsruhe;Erzieher;;;;;;BW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;17;
;;Becker;Vera;w;1985;Köln;Bad Kreuznach;Konditormeisterin;;;;;;NW;DiB;DEMOKRATIE IN BEWEGUNG;6;
;;Becker;Werner;m;1943;Brandenburg an der Havel;Soltau;Rentner;BB;60;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;DKP;Deutsche Kommunistische Partei;;;;;
;;Beckmann;Bert;m;1958;Schwerin;Parchim;Funkmechaniker;MV;12;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;MLPD;Marxistisch-Leninistische Partei Deutschlands;MV;MLPD;Marxistisch-Leninistische Partei Deutschlands;7;
;;Beckmann;Markus;m;1988;Berlin;Kyritz;Informatiker;BE;83;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;EB: Beckmann;Markus Beckmann – Den Menschen verpflichtet, keiner Partei!;;;;;
;;Beckord;Heike;w;1963;Bad Pyrmont;Bad Pyrmont;Abgeordnetenmitarbeiterin;;;;;;NI;SPD;Sozialdemokratische Partei Deutschlands;64;
;;Bedel;Christopher;m;1993;Mühlheim am Main;Offenbach am Main;Schüler;;;;;;HE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;19;
;;Bedrich;Marco;m;1993;Cottbus;Cottbus;Elektroniker für Betriebstechnik;;;;;;BB;SPD;Sozialdemokratische Partei Deutschlands;16;
;;Beeck;Jens;m;1969;Lingen (Ems);Münster (Westf.);Rechtsanwalt;NI;31;Mittelems;FDP;Freie Demokratische Partei;NI;FDP;Freie Demokratische Partei;2;
;in der;Beek;Olaf;m;1967;Bochum;Bochum;selbst. Unternehmer;NW;140;Bochum I;FDP;Freie Demokratische Partei;NW;FDP;Freie Demokratische Partei;19;
;;Beer;Floris;m;1999;Fürstenwalde/Spree;Berlin-Hohenschönhausen;Schüler;BB;63;Frankfurt (Oder) – Oder-Spree;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;;;;
;;Beer;Nicola Gertrud Ruth;w;1970;Frankfurt am Main;Wiesbaden;Rechtsanwältin;HE;182;Frankfurt am Main I;FDP;Freie Demokratische Partei;HE;FDP;Freie Demokratische Partei;1;
;;Beerhold;Julia;w;1965;Köln;Düsseldorf;Schauspielerin;;;;;;NW;DiB;DEMOKRATIE IN BEWEGUNG;4;
;;Beermann;Maik;m;1981;Steimbke;Nienburg (Weser);MdB / Sparkassenbetriebswirt;NI;40;Nienburg II – Schaumburg;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;26;X
;;Beese;Fabian;m;1998;Zeven;Zeven;Schüler;;;;;;NI;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;12;
;;Behnke;Boris;m;1970;Kaufungen;Kassel;Netzwerkadministrator;;;;;;HE;PIRATEN;Piratenpartei Deutschland;17;
;;Behr;Karsten;m;1969;Greifswald;Solingen;Künstler;;;;;;MV;BGE;Bündnis Grundeinkommen;2;
;;Behrend;Rainer;m;1967;Großostheim;Wuppertal;Vertriebsleiter;;;;;;BY;DM;Deutsche Mitte;15;
;;Behrendt;Diethelm Dietmar;m;1956;Schwerin;Wolfen;Dipl.-Ing. (FH) / Dipl.-Großhandelskaufmann;;;;;;MV;MLPD;Marxistisch-Leninistische Partei Deutschlands;8;
;;Behrendt;Klaus;m;1954;Berlin;Berlin;Steuerfachgehilfe / Rentner;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;72;
;;Behrendt;Michael;m;1972;Korbach;Korbach;Bürokaufmann;;;;;;HE;PIRATEN;Piratenpartei Deutschland;9;
;;Behrendt;Volker;m;1967;Hamburg;Hamburg;Dipl.-Finanzwirt;HH;23;Hamburg-Bergedorf – Harburg;ÖDP;Ökologisch-Demokratische Partei;HH;ÖDP;Ökologisch-Demokratische Partei;1;
;;Behrens;Beatrice Anette;w;1963;Hamburg;Hamburg;Projektmanagerin;;;;;;HH;DiB;DEMOKRATIE IN BEWEGUNG;1;
;;Behrens;Herbert Dietrich;m;1954;Osterholz-Scharmbeck;Osterholz-Scharmbeck;MdB / Gewerkschaftssekretär;NI;34;Osterholz – Verden;DIE LINKE;DIE LINKE;;;;;X
;;Behrens;Manfred;m;1956;Barleben;Magdeburg;MdB;ST;67;Börde – Jerichower Land;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;ST;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;5;X
;;Behrens;Matthias;m;1972;Schneverdingen;Soltau;Kaufmann;;;;;;NI;NPD;Nationaldemokratische Partei Deutschlands;2;
;;Behrens;Rainer Heinrich Wilhelm;m;1950;Hamburg;Hannover;Rentner;HH;21;Hamburg-Nord;DIE LINKE;DIE LINKE;HH;DIE LINKE;DIE LINKE;7;
;;Behrje;Kyra;w;1985;Bremen;Göttingen;Beamtin;;;;;;HB;DIE LINKE;DIE LINKE;3;
;;Behrmann;Heiko Hans;m;1969;München;Ipsheim;Verkehrsdisponent;;;;;;BY;V-Partei³;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;23;
;;Beier;Andreas;m;1971;Dornstadt;Gaildorf;Polizeihauptkommissar / Polizeiwissenschaftler (M. A.);BY;255;Neu-Ulm;UNABHÄNGIGE;UNABHÄNGIGE für bürgernahe Demokratie;;;;;
;;Beier;Astrid;w;1974;Dresden;Lutherstadt Wittenberg;Angestellte;SN;160;Dresden II – Bautzen II;FREIE WÄHLER;FREIE WÄHLER;SN;FREIE WÄHLER;FREIE WÄHLER;3;
;;Beier;Julian;m;1994;Gingen an der Fils;Göppingen;Schüler;;;;;;BW;PIRATEN;Piratenpartei Deutschland;16;
;;Beier;Klaus;m;1966;Reichenwalde;Hof (Saale);Bundesgeschäftsführer;;;;;;BB;NPD;Nationaldemokratische Partei Deutschlands;2;
;;Beinhorn;Karin;w;1964;Göttingen;Göttingen;Germanistin / Geographin;;;;;;NI;DKP;Deutsche Kommunistische Partei;6;
;;Belka;Günter Manfred;m;1959;Gelsenkirchen;Gelsenkirchen;Betriebsschlosser;;;;;;NW;MLPD;Marxistisch-Leninistische Partei Deutschlands;9;
;;Bellmann;Veronika;w;1960;Dresden;Karl-Marx-Stadt (jetzt Chemnitz);MdB;SN;161;Mittelsachsen;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;SN;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;7;X
;;Beltz;Erika Hannelore;w;1944;Gießen;Alsfeld;Rentnerin;;;;;;HE;DKP;Deutsche Kommunistische Partei;2;
;;Beltz;Michael Karl;m;1941;Gießen;Kassel;Pensionär;;;;;;HE;DKP;Deutsche Kommunistische Partei;20;
;;Benda;Friederike;w;1987;Berlin;Berlin;Angestellte;BE;80;Berlin-Charlottenburg-Wilmersdorf;DIE LINKE;DIE LINKE;BE;DIE LINKE;DIE LINKE;11;
;;Benda;Judith;w;1987;Berlin;Berlin;Europareferentin;BE;82;Berlin-Neukölln;DIE LINKE;DIE LINKE;BE;DIE LINKE;DIE LINKE;7;
;;Bender;Anna-Lena;w;1984;Hüttenberg;Gießen;Dipl.-Ökonomin;;;;;;HE;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;40;
;;Bender;Julien;m;1985;Freiburg im Breisgau;Esslingen am Neckar;wiss. Mitarbeiter;BW;281;Freiburg;SPD;Sozialdemokratische Partei Deutschlands;BW;SPD;Sozialdemokratische Partei Deutschlands;24;
;;Bender;Martin;m;1977;Beckingen;Saarbrücken;Berufsunteroffizier;;;;;;SL;FREIE WÄHLER;FREIE WÄHLER;3;
Dr.;;Benecke;Mark;m;1970;Köln;Rosenheim;Kriminalbiologe;NW;101;Leverkusen – Köln IV;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;NW;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;1;
Dr.;;Bengen;Jens Curt Frithjof;m;1970;Reinhardshagen;Kassel;Facharzt für Urologie;;;;;;HE;DM;Deutsche Mitte;2;
;;Benning;Sybille;w;1961;Münster;Münster;Dipl.-Ing. Landschaftsplanung;NW;129;Münster;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;NW;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;28;X
;;Bent;Reiner;m;1974;Velbert;Essen;Dachdecker;;;;;;NW;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;3;
;;Benz;Wilhelm;m;1953;Heidenheim an der Brenz;Heidenheim;Kfz.-Mechaniker / arbeitslos;;;;;;BW;DKP;Deutsche Kommunistische Partei;9;
;;Benze;Daniela;w;1981;Berlin;Bonn-Bad Godesberg;Informatikerin;;;;;;BE;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;62;
;;Berberich;Alexander Wanja;m;1989;Leipzig;Oberhausen;Student;;;;;;SN;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;18;
;;Berberich;Patrick;m;1979;Bann;Kaiserslautern;Rechtsanwalt / Dipl.-Bauing. (FH);;;;;;RP;CDU;Christlich Demokratische Union Deutschlands in Niedersachsen;34;
;;Berbig;Miro;m;1964;Norderstedt;Langenhagen;IT-Consultant;SH;8;Segeberg – Stormarn-Mitte;DIE LINKE;DIE LINKE;;;;;
;;Berchem;Manfred;m;1967;Bornheim;Bonn;Polizeibeamter;NW;98;Rhein-Sieg-Kreis II;AfD;Alternative für Deutschland;;;;;
